Department Name,Classification Name,Address Zip Code,svc_bin,pay_bin,start_year_bin,start_season
OBSERVATION CARE,NURSING ASSIST,91752,5-10,20-25,2010-2020,Spring
DOU2 - SICU,NURSING ASSIST,91723,0-5,20-25,2010-2020,Summer
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91761,5-10,20-25,2010-2020,Summer
TRAUMA ICU,NURSING ASSIST,91730,0-5,20-25,2010-2020,Winter
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91786,nan,20-25,2010-2020,Fall
RESOURCE CENTER,NURSING ASSIST,92377,0-5,15-20,2010-2020,Spring
DOU2 - SICU,NURSING ASSIST,91790,5-10,25-30,2010-2020,Winter
DOU3 - PCCU,NURSING ASSIST,92346,15-20,25-30,2000-2010,Summer
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91768,nan,15-20,2010-2020,Fall
MEDSURG 5 - (5 CENTR,NURSING ASSIST,91768,0-5,20-25,2010-2020,Fall
CVICU,NURSING ASSIST,91750,0-5,15-20,2010-2020,Summer
DOU3 - PCCU,NURSING ASSIST,91766,nan,25-30,2010-2020,Fall
TRAUMA ICU,NURSING ASSIST,92342,0-5,25-30,2010-2020,Winter
RESOURCE CENTER,NURSING ASSIST,91737,5-10,25-30,2010-2020,Summer
MEDSURG 4 - (4 CENTR,NURSING ASSIST,92504,0-5,25-30,2010-2020,Winter
RESOURCE CENTER,NURSING ASSIST,91762,nan,20-25,2010-2020,Fall
RESOURCE CENTER,NURSING ASSIST,92376,nan,25-30,2010-2020,Fall
RESOURCE CENTER,NURSING ASSIST,91765,0-5,15-20,2010-2020,Winter
DOU3 - PCCU,NURSING ASSIST,92570,10-15,25-30,2000-2010,Fall
ICU,NURSING ASSIST,91762,25-30,25-30,1980-1990,Fall
TRAUMA ICU,NURSING ASSIST,91762,0-5,20-25,2010-2020,Winter
RESOURCE CENTER,NURSING ASSIST,91764,0-5,15-20,2010-2020,Summer
RESOURCE CENTER,NURSING ASSIST,91764,0-5,25-30,2010-2020,Summer
DOU3 - PCCU,NURSING ASSIST,92337,15-20,25-30,2000-2010,Fall
DOU2 - SICU,NURSING ASSIST,92336,10-15,25-30,2000-2010,Spring
MEDSURG 5 - (5 CENTR,NURSING ASSIST,92336,0-5,25-30,2010-2020,Winter
DOU2 - SICU,NURSING ASSIST,92223,5-10,20-25,2010-2020,Spring
DOU3 - PCCU,NURSING ASSIST,92345,10-15,25-30,2000-2010,Spring
DOU2 - SICU,NURSING ASSIST,90220,5-10,25-30,2010-2020,Spring
MEDSURG 4 - (4 CENTR,NURSING ASSIST,92407,30-35,25-30,1980-1990,Spring
MEDSURG 4 - (4 CENTR,NURSING ASSIST,92335,0-5,20-25,2010-2020,Spring
DOU6 - (6TH FLOOR),NURSING ASSIST,91702,0-5,15-20,2010-2020,Winter
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91733,0-5,20-25,2010-2020,Spring
DOU3 - PCCU,NURSING ASSIST,91762,nan,25-30,2010-2020,Fall
DOU3 - PCCU,NURSING ASSIST,91761,10-15,25-30,2000-2010,Winter
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91761,20-25,25-30,1990-2000,Winter
DOU2 - SICU,NURSING ASSIST,92336,10-15,25-30,2000-2010,Fall
MEDSURG 5 - (5 CENTR,NURSING ASSIST,92336,20-25,25-30,1990-2000,Summer
DOU2 - SICU,NURSING ASSIST,92553,15-20,25-30,2000-2010,Fall
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91730,15-20,25-30,2000-2010,Spring
RESOURCE CENTER,NURSING ASSIST,92324,0-5,25-30,2010-2020,Fall
RESOURCE CENTER,NURSING ASSIST,91768,0-5,25-30,2010-2020,Spring
DOU6 - (6TH FLOOR),NURSING ASSIST,92335,0-5,25-30,2010-2020,Summer
MEDSURG 5 - (5 CENTR,NURSING ASSIST,91766,10-15,25-30,2000-2010,Fall
RESOURCE CENTER,NURSING ASSIST,91786,0-5,20-25,2010-2020,Winter
DOU3 - PCCU,NURSING ASSIST,91730,15-20,20-25,2000-2010,Winter
RESOURCE CENTER,NURSING ASSIST,91701,25-30,25-30,1990-2000,Spring
DOU3 - PCCU,NURSING ASSIST,91730,nan,15-20,2010-2020,Fall
MEDSURG 5 - (5 CENTR,NURSING ASSIST,91766,20-25,25-30,1990-2000,Summer
RESOURCE CENTER,NURSING ASSIST,91730,5-10,20-25,2010-2020,Summer
ICU 3,NURSING ASSIST,91710,0-5,25-30,2010-2020,Winter
RESOURCE CENTER,NURSING ASSIST,92545,0-5,25-30,2010-2020,Fall
MEDSURG 5 - (5 CENTR,NURSING ASSIST,92377,0-5,25-30,2010-2020,Fall
ICU 3,NURSING ASSIST,92320,15-20,25-30,2000-2010,Spring
DOU6 - (6TH FLOOR),NURSING ASSIST,91786,15-20,25-30,2000-2010,Summer
RESOURCE CENTER,NURSING ASSIST,91786,nan,25-30,2010-2020,Fall
MEDSURG 5 - (5 CENTR,NURSING ASSIST,91739,0-5,25-30,2010-2020,Spring
DOU6 - (6TH FLOOR),NURSING ASSIST,91764,20-25,25-30,1990-2000,Spring
RESOURCE CENTER,NURSING ASSIST,92504,nan,20-25,2010-2020,Fall
DOU6 - (6TH FLOOR),NURSING ASSIST,92336,5-10,25-30,2010-2020,Fall
MEDSURG 5 - (5 CENTR,NURSING ASSIST,91762,10-15,25-30,2000-2010,Summer
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91786,0-5,20-25,2010-2020,Fall
DOU3 - PCCU,NURSING ASSIST,91710,10-15,25-30,2000-2010,Fall
RESOURCE CENTER,NURSING ASSIST,92324,0-5,20-25,2010-2020,Winter
DOU3 - PCCU,NURSING ASSIST,92392,5-10,20-25,2010-2020,Winter
DOU2 - SICU,NURSING ASSIST,92392,10-15,25-30,2000-2010,Winter
MEDSURG 4 - (4 CENTR,NURSING ASSIST,92337,20-25,25-30,1990-2000,Spring
DOU6 - (6TH FLOOR),NURSING ASSIST,91766,0-5,25-30,2010-2020,Summer
RESOURCE CENTER,NURSING ASSIST,91786,0-5,20-25,2010-2020,Summer
CVICU,NURSING ASSIST,91723,nan,15-20,2010-2020,Fall
MEDSURG 4 - (4 CENTR,NURSING ASSIST,92335,10-15,25-30,2000-2010,Winter
DOU2 - SICU,NURSING ASSIST,92336,15-20,25-30,2000-2010,Summer
DOU3 - PCCU,NURSING ASSIST,91767,5-10,20-25,2010-2020,Spring
DOU3 - PCCU,NURSING ASSIST,91792,10-15,25-30,2000-2010,Fall
ICU 3,NURSING ASSIST,91764,10-15,20-25,2000-2010,Summer
ICU,NURSING ASSIST,90604,0-5,20-25,2010-2020,Summer
DOU3 - PCCU,NURSING ASSIST,92324,10-15,25-30,2000-2010,Spring
DOU3 - PCCU,NURSING ASSIST,91762,10-15,25-30,2000-2010,Spring
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91789,15-20,25-30,1990-2000,Summer
RESOURCE CENTER,NURSING ASSIST,91744,10-15,25-30,2000-2010,Fall
DOU3 - PCCU,NURSING ASSIST,92336,20-25,25-30,1990-2000,Spring
DIALYSIS,NURSING ASSIST,92376,0-5,20-25,2010-2020,Fall
CVICU,NURSING ASSIST,91733,0-5,15-20,2010-2020,Spring
DOU2 - SICU,NURSING ASSIST,92316,0-5,20-25,2010-2020,Winter
DOU3 - PCCU,NURSING ASSIST,91730,10-15,25-30,2000-2010,Summer
ICU 3,NURSING ASSIST,92376,10-15,25-30,2000-2010,Spring
CVICU,NURSING ASSIST,92404,10-15,25-30,2000-2010,Spring
DOU2 - SICU,NURSING ASSIST,92344,20-25,25-30,1990-2000,Summer
DOU6 - (6TH FLOOR),NURSING ASSIST,91786,0-5,25-30,2010-2020,Fall
TRAUMA ICU,NURSING ASSIST,91768,10-15,25-30,2000-2010,Fall
RESOURCE CENTER,NURSING ASSIST,91710,nan,15-20,2010-2020,Fall
LDRP,NURSING ASSIST,92505,5-10,20-25,2010-2020,Fall
DOU2 - SICU,NURSING ASSIST,92880,10-15,25-30,2000-2010,Spring
DOU2 - SICU,NURSING ASSIST,91766,5-10,25-30,2010-2020,Winter
DOU2 - SICU,NURSING ASSIST,91766,0-5,20-25,2010-2020,Fall
RESOURCE CENTER,NURSING ASSIST,91766,0-5,15-20,2010-2020,Summer
TRAUMA ICU,NURSING ASSIST,91786,0-5,20-25,2010-2020,Summer
ICU,NURSING ASSIST,91730,15-20,25-30,2000-2010,Winter
DOU6 - (6TH FLOOR),NURSING ASSIST,91764,0-5,25-30,2010-2020,Summer
MEDSURG 5 - (5 CENTR,NURSING ASSIST,91701,20-25,25-30,1990-2000,Summer
DOU2 - SICU,NURSING ASSIST,91016,0-5,25-30,2010-2020,Fall
RESOURCE CENTER,NURSING ASSIST,92337,5-10,20-25,2010-2020,Summer
CVICU,NURSING ASSIST,92335,0-5,25-30,2010-2020,Summer
RESOURCE CENTER,NURSING ASSIST,91767,5-10,20-25,2010-2020,Spring
EMERGENCY DEPT,NURSING ASSIST,91761,5-10,25-30,2010-2020,Winter
DOU2 - SICU,NURSING ASSIST,92336,10-15,25-30,2000-2010,Winter
DOU3 - PCCU,NURSING ASSIST,93201,0-5,20-25,2010-2020,Spring
DOU3 - PCCU,NURSING ASSIST,92509,10-15,25-30,2000-2010,Summer
DOU3 - PCCU,NURSING ASSIST,91744,10-15,25-30,2000-2010,Winter
DOU3 - PCCU,NURSING ASSIST,92301,5-10,20-25,2010-2020,Spring
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91730,0-5,20-25,2010-2020,Spring
CATH LAB,NURSING ASSIST,92335,15-20,25-30,2000-2010,Spring
RESOURCE CENTER,NURSING ASSIST,91766,5-10,20-25,2010-2020,Spring
DOU2 - SICU,NURSING ASSIST,92336,5-10,25-30,2010-2020,Winter
RESOURCE CENTER,NURSING ASSIST,91784,5-10,20-25,2010-2020,Fall
RESOURCE CENTER,NURSING ASSIST,92880,30-35,25-30,1980-1990,Summer
DOU3 - PCCU,NURSING ASSIST,92336,20-25,25-30,1990-2000,Winter
OBSERVATION CARE,NURSING ASSIST,91767,10-15,25-30,2000-2010,Winter
ICU,NURSING ASSIST,90640,0-5,15-20,2010-2020,Spring
DOU6 - (6TH FLOOR),NURSING ASSIST,91790,0-5,20-25,2010-2020,Winter
MEDSURG 5 - (5 CENTR,NURSING ASSIST,91768,nan,20-25,2020-2021,Winter
DOU2 - SICU,NURSING ASSIST,91750,15-20,25-30,2000-2010,Winter
RESOURCE CENTER,NURSING ASSIST,92316,10-15,20-25,2000-2010,Spring
DOU6 - (6TH FLOOR),NURSING ASSIST,92509,20-25,25-30,1990-2000,Spring
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91763,0-5,15-20,2010-2020,Spring
RESOURCE CENTER,NURSING ASSIST,92410,0-5,20-25,2010-2020,Summer
MEDSURG 5 - (5 CENTR,NURSING ASSIST,91762,20-25,25-30,1990-2000,Spring
OBSERVATION CARE,NURSING ASSIST,92395,5-10,20-25,2010-2020,Fall
MEDSURG 5 - (5 CENTR,NURSING ASSIST,91739,25-30,25-30,1990-2000,Summer
DOU3 - PCCU,NURSING ASSIST,91701,10-15,25-30,2000-2010,Winter
NURSE STAFFING,NURSING SERV SYS ANA,91710,20-25,45-50,1990-2000,Spring
SURGERY,NURSING SERV SYS ANA,92337,15-20,45-50,2000-2010,Winter
OCCUPATIONAL THERAPY,OCC THER ASSIST,92359,15-20,35-40,2000-2010,Spring
OCCUPATIONAL THERAPY,OCC THER ASSIST,92336,nan,25-30,2020-2021,Winter
LDRP O.R.,"OFFICE COORD, LDRP",92508,15-20,25-30,1990-2000,Fall
SECURITY,"OFFICER, K-9 SECURIT",91766,0-5,20-25,2010-2020,Winter
SECURITY,"OFFICER, K-9 SECURIT",91767,15-20,20-25,2000-2010,Spring
SECURITY,"OFFICER, K-9 SECURIT",92372,0-5,20-25,2010-2020,Fall
SECURITY,"OFFICER, LEAD SECURI",91767,20-25,20-25,1990-2000,Summer
SECURITY,"OFFICER, LEAD SECURI",91762,0-5,20-25,2010-2020,Spring
SECURITY,"OFFICER, LEAD SECURI",91710,0-5,20-25,2010-2020,Spring
SECURITY,"OFFICER, SECURITY",91763,25-30,20-25,1980-1990,Fall
SECURITY,"OFFICER, SECURITY",91765,0-5,20-25,2010-2020,Fall
SECURITY,"OFFICER, SECURITY",91752,0-5,20-25,2010-2020,Fall
SECURITY,"OFFICER, SECURITY",91702,0-5,20-25,2010-2020,Summer
SECURITY,"OFFICER, SECURITY",92395,0-5,20-25,2010-2020,Spring
SECURITY,"OFFICER, SECURITY",91786,0-5,15-20,2010-2020,Spring
SECURITY,"OFFICER, SECURITY",91746,0-5,15-20,2010-2020,Summer
SECURITY,"OFFICER, SECURITY",91766,0-5,20-25,2010-2020,Spring
SECURITY,"OFFICER, SECURITY",91767,5-10,20-25,2010-2020,Spring
SECURITY,"OFFICER, SECURITY",91750,0-5,20-25,2010-2020,Spring
SECURITY,"OFFICER, SECURITY",91764,0-5,20-25,2010-2020,Fall
SECURITY,"OFFICER, SECURITY",91766,nan,15-20,2010-2020,Fall
SECURITY,"OFFICER, SECURITY",92411,0-5,20-25,2010-2020,Spring
SECURITY,"OFFICER, SECURITY",91710,30-35,20-25,1980-1990,Summer
SECURITY,"OFFICER, SECURITY",92503,0-5,15-20,2010-2020,Spring
SECURITY,"OFFICER, SECURITY",91767,5-10,20-25,2010-2020,Winter
SECURITY,"OFFICER, SECURITY",92336,0-5,20-25,2010-2020,Fall
SECURITY,"OFFICER, SECURITY",91766,0-5,20-25,2010-2020,Winter
SECURITY,"OFFICER, SECURITY",91766,0-5,15-20,2010-2020,Fall
SECURITY,"OFFICER, SECURITY",92336,0-5,20-25,2010-2020,Summer
SECURITY,"OFFICER, SECURITY",91730,0-5,20-25,2010-2020,Fall
SECURITY,"OFFICER, SECURITY",91723,0-5,20-25,2010-2020,Fall
SECURITY,"OFFICER, SECURITY",91762,5-10,20-25,2010-2020,Winter
SECURITY,"OFFICER, SECURITY",92880,0-5,20-25,2010-2020,Winter
SECURITY,"OFFICER, SECURITY",92335,0-5,20-25,2010-2020,Spring
SECURITY,"OFFICER, SECURITY",92336,0-5,20-25,2010-2020,Fall
SECURITY,"OFFICER, SECURITY",91711,0-5,20-25,2010-2020,Fall
SECURITY,"OFFICER, SECURITY",92504,0-5,20-25,2010-2020,Fall
SECURITY,"OFFICER, SECURITY",92313,0-5,20-25,2010-2020,Fall
SECURITY,"OFFICER, SECURITY",91766,0-5,15-20,2010-2020,Winter
SECURITY,"OFFICER, SECURITY",91767,5-10,20-25,2010-2020,Summer
SECURITY,"OFFICER, SECURITY",92335,nan,20-25,2010-2020,Fall
SECURITY,"OFFICER, SECURITY",92346,nan,15-20,2010-2020,Summer
SECURITY,"OFFICER, SECURITY",91767,0-5,20-25,2010-2020,Fall
SECURITY,"OFFICER, SECURITY",92410,0-5,20-25,2010-2020,Spring
SECURITY,"OFFICER, SECURITY",91768,15-20,20-25,2000-2010,Winter
SECURITY,"OFFICER, SECURITY",91730,0-5,20-25,2010-2020,Summer
SECURITY,"OFFICER, SECURITY",91710,5-10,15-20,2010-2020,Winter
SECURITY,"OFFICER, SECURITY",92336,0-5,20-25,2010-2020,Summer
SECURITY,"OFFICER, SECURITY",91730,0-5,20-25,2010-2020,Spring
SECURITY,"OFFICER, SECURITY",91730,0-5,15-20,2010-2020,Summer
SECURITY,"OFFICER, SECURITY",92394,0-5,20-25,2010-2020,Winter
SECURITY,"OFFICER, SECURITY",90063,0-5,20-25,2010-2020,Summer
SECURITY,"OFFICER, SECURITY",92335,0-5,20-25,2010-2020,Summer
SECURITY,"OFFICER, SECURITY",91786,0-5,15-20,2010-2020,Winter
SECURITY,"OFFICER, SECURITY",91710,0-5,20-25,2010-2020,Spring
SECURITY,"OFFICER, SECURITY",91768,0-5,20-25,2010-2020,Winter
SECURITY,"OFFICER, SECURITY",92411,0-5,20-25,2010-2020,Spring
SECURITY,"OFFICER, SECURITY",91768,10-15,20-25,2000-2010,Spring
SECURITY,"OFFICER, SECURITY",91759,0-5,15-20,2010-2020,Winter
SECURITY,"OFFICER, SECURITY",91711,0-5,20-25,2010-2020,Spring
SECURITY,"OFFICER, SECURITY",92335,0-5,20-25,2010-2020,Summer
SURGERY,ORTHO TECH,91711,10-15,25-30,2000-2010,Summer
SURGERY,ORTHO TECH,91766,25-30,25-30,1990-2000,Fall
SURGERY,ORTHO TECH,91768,15-20,25-30,2000-2010,Spring
SURGERY,"ORTHO TECH, SURGERY",91768,0-5,30-35,2010-2020,Winter
SURGERY,"ORTHO TECH, SURGERY",91730,20-25,30-35,1990-2000,Fall
PLANT OPERATIONS,PAINTER,91710,0-5,30-35,2010-2020,Fall
PLANT OPERATIONS,PAINTER,91710,15-20,30-35,2000-2010,Spring
PLANT OPERATIONS,PAINTER,90240,0-5,30-35,2010-2020,Winter
PLANT OPERATIONS,PAINTER,91766,nan,25-30,2010-2020,Winter
LDRP,PATIENT CARE SUPPORT,91710,40-45,25-30,1970-1980,Winter
ICU,PATIENT CARE SUPPORT,91767,35-40,25-30,1980-1990,Spring
CVICU,PATIENT CARE SUPPORT,91764,20-25,20-25,1990-2000,Spring
OBSERVATION CARE,PATIENT CARE SUPPORT,92336,10-15,20-25,2000-2010,Winter
MEDSURG 5 - (5 CENTR,PATIENT CARE SUPPORT,92336,10-15,20-25,2000-2010,Summer
LDRP,PATIENT CARE SUPPORT,92324,40-45,25-30,1970-1980,Winter
MEDSURG 4 - (4 CENTR,PATIENT CARE SUPPORT,92410,40-45,25-30,1970-1980,Summer
MEDSURG 4 - (4 CENTR,PATIENT CARE SUPPORT,91786,0-5,15-20,2010-2020,Spring
MEDSURG 5 - (5 CENTR,PATIENT CARE SUPPORT,92335,5-10,15-20,2010-2020,Winter
OBSERVATION CARE,PATIENT CARE SUPPORT,92376,10-15,20-25,2000-2010,Winter
MEDSURG 5 - (5 CENTR,PATIENT CARE SUPPORT,91766,25-30,25-30,1990-2000,Spring
LDRP,PATIENT CARE SUPPORT,92377,10-15,20-25,2000-2010,Summer
CVICU,PATIENT CARE SUPPORT,91762,5-10,20-25,2010-2020,Spring
LDRP,PATIENT CARE SUPPORT,91710,15-20,20-25,2000-2010,Summer
ICU 3,PATIENT CARE SUPPORT,92392,30-35,25-30,1980-1990,Spring
DOU6 - (6TH FLOOR),PATIENT CARE SUPPORT,92883,10-15,15-20,2000-2010,Summer
LDRP,PATIENT CARE SUPPORT,91739,5-10,20-25,2010-2020,Summer
DOU2 - SICU,PATIENT CARE SUPPORT,91761,30-35,25-30,1980-1990,Summer
ICU 3,PATIENT CARE SUPPORT,91711,30-35,25-30,1980-1990,Summer
LDRP,PATIENT CARE SUPPORT,91766,25-30,25-30,1990-2000,Fall
LDRP,PATIENT CARE SUPPORT,92335,25-30,25-30,1990-2000,Winter
SURGERY,PATIENT CARE SUPPORT,91766,5-10,20-25,2010-2020,Summer
LDRP,PATIENT CARE SUPPORT,91767,10-15,20-25,2000-2010,Spring
LDRP,PATIENT CARE SUPPORT,91767,20-25,20-25,1990-2000,Fall
DOU2 - SICU,PATIENT CARE SUPPORT,91730,30-35,25-30,1980-1990,Winter
DOU3 - PCCU,PATIENT CARE SUPPORT,91766,15-20,20-25,2000-2010,Summer
LDRP,PATIENT CARE SUPPORT,92571,15-20,20-25,2000-2010,Spring
G.I. LAB,PATIENT CARE SUPPORT,91764,25-30,25-30,1990-2000,Summer
SURGERY OP PAVILION,PATIENT CARE SUPPORT,91722,0-5,15-20,2010-2020,Winter
DOU3 - PCCU,PATIENT CARE SUPPORT,91786,20-25,20-25,1990-2000,Spring
LDRP,PATIENT CARE SUPPORT,91746,0-5,15-20,2010-2020,Spring
LDRP,PATIENT CARE SUPPORT,91761,5-10,15-20,2010-2020,Spring
LDRP,PATIENT CARE SUPPORT,91768,5-10,20-25,2010-2020,Summer
SURGERY,PATIENT CARE SUPPORT,91766,10-15,20-25,2000-2010,Summer
DOU2 - SICU,PATIENT CARE SUPPORT,92806,15-20,20-25,2000-2010,Spring
LDRP,PATIENT CARE SUPPORT,92324,25-30,25-30,1990-2000,Spring
LDRP,PATIENT CARE SUPPORT,91786,30-35,25-30,1980-1990,Summer
MEDSURG 5 - (5 CENTR,PATIENT CARE SUPPORT,91702,0-5,20-25,2010-2020,Fall
DOU6 - (6TH FLOOR),PATIENT CARE SUPPORT,91767,10-15,15-20,2000-2010,Winter
LDRP,PATIENT CARE SUPPORT,92335,25-30,25-30,1990-2000,Winter
OBSERVATION CARE,PATIENT CARE SUPPORT,92336,10-15,20-25,2000-2010,Spring
SURGERY OP PAVILION,PATIENT CARE SUPPORT,91739,0-5,20-25,2010-2020,Winter
DOU6 - (6TH FLOOR),PATIENT CARE SUPPORT,92335,0-5,15-20,2010-2020,Spring
LDRP,PATIENT CARE SUPPORT,91762,30-35,25-30,1980-1990,Winter
OBSERVATION CARE,PATIENT CARE SUPPORT,91768,5-10,20-25,2010-2020,Fall
LDRP,PATIENT CARE SUPPORT,91730,20-25,20-25,1990-2000,Summer
DOU6 - (6TH FLOOR),PATIENT CARE SUPPORT,92316,20-25,20-25,1990-2000,Summer
MEDSURG 5 - (5 CENTR,PATIENT CARE SUPPORT,91762,0-5,15-20,2010-2020,Fall
LDRP,PATIENT CARE SUPPORT,91767,0-5,15-20,2010-2020,Winter
ICU,PATIENT CARE SUPPORT,92509,25-30,25-30,1990-2000,Spring
MEDSURG 5 - (5 CENTR,PATIENT CARE SUPPORT,91723,0-5,15-20,2010-2020,Summer
LDRP,PATIENT CARE SUPPORT,91767,0-5,20-25,2010-2020,Winter
CVICU,PATIENT CARE SUPPORT,91762,20-25,20-25,1990-2000,Winter
ICU,PATIENT CARE SUPPORT,91763,15-20,20-25,2000-2010,Spring
DOU3 - PCCU,PATIENT CARE SUPPORT,91767,10-15,20-25,2000-2010,Summer
MEDSURG 4 - (4 CENTR,PATIENT CARE SUPPORT,91724,0-5,15-20,2010-2020,Summer
MEDSURG 4 - (4 CENTR,PATIENT CARE SUPPORT,92880,0-5,20-25,2010-2020,Fall
MEDSURG 5 - (5 CENTR,PATIENT CARE SUPPORT,91768,0-5,15-20,2010-2020,Fall
LDRP,PATIENT CARE SUPPORT,91752,15-20,20-25,1990-2000,Fall
MEDSURG 4 - (4 CENTR,PATIENT CARE SUPPORT,91768,15-20,20-25,2000-2010,Fall
CVICU,PATIENT CARE SUPPORT,91730,25-30,25-30,1990-2000,Winter
MEDSURG 5 - (5 CENTR,PATIENT CARE SUPPORT,91750,0-5,15-20,2010-2020,Fall
MEDSURG 5 - (5 CENTR,PATIENT CARE SUPPORT,91763,0-5,20-25,2010-2020,Winter
SURGERY,PATIENT CARE SUPPORT,91767,0-5,15-20,2010-2020,Winter
ICU 3,PATIENT CARE SUPPORT,91761,5-10,20-25,2010-2020,Summer
LDRP,PATIENT CARE SUPPORT,91767,20-25,20-25,1990-2000,Winter
DOU3 - PCCU,PATIENT CARE SUPPORT,92316,10-15,20-25,2000-2010,Spring
MEDSURG 5 - (5 CENTR,PATIENT CARE SUPPORT,92392,0-5,15-20,2010-2020,Fall
LDRP,PATIENT CARE SUPPORT,92336,0-5,15-20,2010-2020,Summer
CVICU,PATIENT CARE SUPPORT,90670,15-20,20-25,2000-2010,Summer
LDRP,PATIENT CARE SUPPORT,91762,20-25,20-25,1990-2000,Summer
LDRP,PATIENT CARE SUPPORT,91730,25-30,25-30,1990-2000,Fall
LDRP,PATIENT CARE SUPPORT,91744,10-15,20-25,2000-2010,Spring
DOU6 - (6TH FLOOR),PATIENT CARE SUPPORT,91773,0-5,20-25,2010-2020,Summer
OBSERVATION CARE,PATIENT CARE SUPPORT,91761,5-10,20-25,2010-2020,Spring
DOU3 - PCCU,PATIENT CARE SUPPORT,92377,15-20,20-25,2000-2010,Fall
DOU6 - (6TH FLOOR),PATIENT CARE SUPPORT,91750,0-5,20-25,2010-2020,Spring
MEDSURG 4 - (4 CENTR,PATIENT CARE SUPPORT,91724,0-5,15-20,2010-2020,Spring
MEDSURG 5 - (5 CENTR,PATIENT CARE SUPPORT,91767,nan,15-20,2010-2020,Winter
DOU3 - PCCU,PATIENT CARE SUPPORT,91762,15-20,20-25,2000-2010,Spring
MEDSURG 4 - (4 CENTR,PATIENT CARE SUPPORT,91766,0-5,15-20,2010-2020,Summer
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,91752,0-5,nan,2010-2020,Spring
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,91786,35-40,20-25,1980-1990,Winter
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,91722,5-10,15-20,2010-2020,Winter
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,91733,0-5,15-20,2010-2020,Summer
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,91773,0-5,15-20,2010-2020,Summer
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,91724,10-15,15-20,2000-2010,Winter
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,91750,0-5,15-20,2010-2020,Winter
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,91768,10-15,15-20,2000-2010,Spring
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,91763,5-10,15-20,2010-2020,Winter
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,91730,5-10,15-20,2010-2020,Winter
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,91766,5-10,15-20,2010-2020,Winter
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,91016,0-5,nan,2010-2020,Summer
TELECOMMUNICATIONS,PBX OPERATOR/RECEPT,91786,0-5,15-20,2010-2020,Spring
PHARMACY,PHARMACIST,90802,20-25,90-95,1990-2000,Fall
PHARMACY,PHARMACIST,91709,15-20,90-95,2000-2010,Winter
PHARMACY,PHARMACIST,91748,10-15,90-95,2000-2010,Spring
PHARMACY,PHARMACIST,91765,0-5,65-70,2010-2020,Summer
PHARMACY,PHARMACIST,90680,0-5,85-90,2010-2020,Spring
PHARMACY,PHARMACIST,92805,0-5,90-95,2010-2020,Summer
PHARMACY,PHARMACIST,92835,0-5,65-70,2010-2020,Summer
PHARMACY,PHARMACIST,91722,0-5,75-80,2010-2020,Spring
PHARMACY,PHARMACIST,91790,0-5,90-95,2010-2020,Spring
PHARMACY,PHARMACIST,92886,0-5,75-80,2010-2020,Fall
PHARMACY,PHARMACIST,91780,0-5,75-80,2010-2020,Summer
PHARMACY,PHARMACIST,91792,0-5,75-80,2010-2020,Spring
PHARMACY,PHARMACIST,92336,0-5,65-70,2010-2020,Summer
PHARMACY,PHARMACIST,91765,25-30,90-95,1990-2000,Summer
PHARMACY,PHARMACIST,91789,40-45,90-95,1970-1980,Summer
PHARMACY,PHARMACIST,91710,0-5,75-80,2010-2020,Summer
PHARMACY,PHARMACIST,91765,10-15,90-95,2000-2010,Fall
PHARMACY,PHARMACIST,91016,0-5,65-70,2010-2020,Fall
PHARMACY,PHARMACIST,91007,0-5,90-95,2010-2020,Fall
PHARMACY,PHARMACIST,92703,0-5,90-95,2010-2020,Spring
PHARMACY,PHARMACIST,92805,0-5,60-65,2010-2020,Fall
PHARMACY,PHARMACIST,91706,10-15,90-95,2000-2010,Fall
PHARMACY,PHARMACIST,91792,0-5,90-95,2010-2020,Winter
PHARMACY,PHARMACIST,92683,0-5,90-95,2010-2020,Spring
PHARMACY,PHARMACIST,91709,20-25,90-95,1990-2000,Summer
PHARMACY,PHARMACIST,91748,0-5,90-95,2010-2020,Winter
PHARMACY,PHARMACIST,92887,0-5,90-95,2010-2020,Fall
PHARMACY,PHARMACIST,91741,45-50,90-95,1970-1980,Summer
PHARMACY,PHARMACIST,92508,0-5,90-95,2010-2020,Fall
PHARMACY,PHARMACIST,91740,0-5,85-90,2010-2020,Winter
